Gender,Age,Employment Type,Credit Score,Source of Lead,Loan Period,Value of Collateral,Monthly Income,Bank Account Type,Existing EMI,Loan Amount,Estimated EMI,New Debt to Income ratio,Loan Approved
Female,36,Salaried,568,Walk-in,20,270858,75614,Savings,10547,205392,10910.19589097052,0.28377279195612615,0
Female,43,Salaried,575,Walk-in,1,418497,123560,Savings,13812,425054,427533.4816666624,3.571912282831518,0
Male,66,Salaried,810,Walk-in,5,460511,177640,Savings,6595,375348,76388.41198538433,0.46714372880761273,1
Female,36,Self Employed,550,Walk-in,1,327929,153050,Savings,5036,387527,389787.5741666628,2.579703196123246,0
Male,18,Salaried,774,Online,20,447364,27098,Savings,8631,354725,18842.599699231312,1.0138607904358738,0
Female,63,Business,784,Walk-in,5,168184,48313,Savings,18430,230204,46849.63818292202,1.351181631919401,0
Male,35,Salaried,569,Walk-in,20,189790,78239,Savings,2194,83001,4408.921326762698,0.08439424490040387,0
Female,51,Salaried,794,Walk-in,5,473941,56143,Savings,15965,207173,42162.51712077333,1.0353475432515777,0
Male,45,Self Employed,525,Walk-in,1,6591,64989,Savings,6513,290865,292561.7124999971,4.601928210927959,0
Male,57,Salaried,805,Walk-in,5,26402,131580,Savings,893,292899,59608.92153976332,0.45981092521479955,0
Female,25,Business,592,Walk-in,10,370770,160312,Savings,7400,238017,24571.9999138114,0.1994360990681384,0
Male,43,Salaried,688,Walk-in,20,73244,32841,Savings,17043,55206,2932.481666067415,0.6082482770338119,0
Female,53,Salaried,473,Walk-in,5,175510,91998,Savings,123,190955,38861.93402034662,0.4237584949710496,0
Male,53,Salaried,739,Online,20,268626,34184,Savings,16631,247303,13136.461860367894,0.8708010139354053,0
Male,49,Salaried,725,Walk-in,1,222287,182143,Current,1405,99010,99587.55833333236,0.554468512835148,0
Male,40,Salaried,751,Walk-in,10,350302,143367,Savings,7103,44278,4571.097913946235,0.08142806862071632,1
Male,38,Salaried,615,Walk-in,10,129935,172101,Savings,17513,293995,30350.962807954817,0.27811554150153,0
Female,49,Salaried,518,Online,5,44953,125131,Savings,11121,107515,21880.761625501123,0.26373769589870716,0
Male,22,Salaried,547,Online,1,467202,169742,Savings,2527,312658,314481.83833333023,1.8675922183863172,0
Female,48,Business,640,Walk-in,5,487545,22489,Current,16337,123283,25089.76361881277,1.8420900715377635,0
Female,56,Salaried,743,Email,1,205947,30767,Current,16852,75956,76399.07666666592,3.0308797304471,0
Male,46,Salaried,462,Walk-in,20,424470,82247,Savings,6509,160969,8550.495259667532,0.18310084574109126,0
Female,37,Salaried,766,Email,30,121784,171428,Current,6901,188143,6854.408325531531,0.08024014936609848,0
Female,26,Salaried,734,Walk-in,10,361352,38871,Savings,11018,18507,1910.5946314965215,0.33260257342225624,1
Female,52,Salaried,661,Online,10,21426,136233,Savings,5021,207143,21384.681674614145,0.1938273522172612,0
Male,29,Salaried,599,Walk-in,1,449824,126219,Current,18302,466224,468943.6399999954,3.860319286319773,0
Male,39,Salaried,480,Walk-in,1,245197,63164,Savings,8530,344809,346820.3858333299,5.625837278090842,0
Female,54,Salaried,730,Online,20,84059,199373,Savings,3697,58430,3103.7369805513727,0.03411062170179198,0
Female,61,Salaried,666,Walk-in,10,398359,84919,Savings,14429,41676,4302.4770012562285,0.22058051792009126,1
Female,42,Salaried,447,Online,10,216170,153523,Savings,3833,173452,17906.54671326172,0.14160449387558685,0
Male,66,Salaried,716,Walk-in,20,393009,133357,Savings,4450,155518,8260.944168088112,0.09531516281926042,1
Female,55,Business,480,Walk-in,5,331827,188100,Savings,10244,149702,30466.388660752164,0.2164294984622656,0
Male,35,Salaried,717,Online,1,441030,70242,Current,16629,313483,315311.65083333023,4.725671974507136,0
Female,41,Salaried,655,Walk-in,20,217381,78529,Savings,15097,306426,16277.010234510266,0.3995213263190702,0
Male,35,Salaried,438,Walk-in,5,330027,51256,Savings,7036,150704,30670.309259261696,0.7356467390990654,0
Female,45,Salaried,520,Walk-in,20,47448,149284,Current,8635,180755,9601.505697750526,0.12215981416461594,0
Male,45,Self Employed,523,Walk-in,5,54653,81452,Savings,8478,388970,79160.67385454282,1.0759548427852332,0
Male,37,Business,520,Online,1,476727,171218,Savings,11800,324396,326288.3099999968,1.9746072842808395,0
Female,64,Salaried,628,Walk-in,1,444609,173447,Savings,16229,323817,325705.9324999968,1.9714087444579427,0
Male,30,Business,846,Online,10,413228,66246,Savings,6839,446398,46084.48815641563,0.7988933393173268,0
Male,56,Salaried,746,Walk-in,10,178611,157502,Savings,9040,132276,13655.687873552379,0.14409777573333912,0
Male,59,Salaried,576,Walk-in,5,14720,110853,Savings,334,73251,14907.572616189209,0.13749355106482647,0
Female,45,Salaried,681,Email,5,25430,93295,Savings,17270,323778,65893.21710999863,0.8914005799881948,0
Female,48,Salaried,612,Walk-in,10,230126,184882,Savings,17258,371267,38328.23996605712,0.3006579329845908,0
Male,48,Self Employed,795,Walk-in,1,144755,187652,Savings,2566,490631,493493.0141666618,2.643505074108785,0
Female,37,Salaried,823,Walk-in,5,57063,175420,Savings,11878,75836,15433.655198172377,0.15569293808101914,0
Female,43,Salaried,510,Walk-in,5,389073,105882,Savings,1330,56879,11575.648425772017,0.12188708586702193,0
Male,61,Salaried,664,Walk-in,5,354623,54499,Savings,10392,82432,16776.030714907767,0.4985051233033224,0
Female,36,Salaried,477,Walk-in,10,434414,176798,Savings,1773,449796,46435.28518228829,0.2726743808317305,0
Female,44,Salaried,581,Walk-in,1,268679,134481,Savings,3753,8379,8427.877499999917,0.09057694023691017,0
Female,29,Self Employed,637,Walk-in,5,358369,18698,Savings,4506,222610,45304.156121962566,2.6639296246637376,0
Male,41,Salaried,521,Walk-in,5,63402,47969,Savings,1444,214899,43734.8629731532,0.9418345801070107,0
Female,30,Salaried,707,Walk-in,5,477831,150309,Savings,14646,168167,34224.266756040066,0.32513200644033335,1
Female,35,Business,518,Online,30,261404,96870,Savings,6630,144953,5280.914251451141,0.12295771912306329,0
Male,31,Salaried,479,Walk-in,1,6156,34553,Savings,567,381625,383851.14583332953,11.125463659691764,0
Male,19,Salaried,758,Walk-in,10,64896,146064,Savings,4764,367618,37951.53062308793,0.29244393295464954,0
Male,45,Salaried,480,Walk-in,1,168476,17864,Savings,5807,312678,314501.95499999693,17.93041620017896,0
Male,37,Business,454,Online,20,342705,54128,Current,45,344964,18324.106174207147,0.3393642139781102,0
Female,31,Self Employed,850,Walk-in,20,173348,30326,Current,11044,181687,9651.012507024427,0.6824181397818514,0
Male,49,Business,580,Walk-in,5,280832,151484,Savings,19190,50523,10282.116166164658,0.1945559674035849,0
Male,35,Business,561,Call,20,393323,24349,Savings,9730,142397,7563.971158986373,0.7102538567902736,0
Female,49,Salaried,480,Online,1,165444,66461,Savings,19167,436409,438954.7191666623,6.893090973152109,0
Male,32,Salaried,710,Online,1,313204,179216,Savings,17144,466552,469273.5533333287,2.714141334107048,0
Others,48,Salaried,795,Call,5,65199,88933,Savings,13526,334983,68173.58667716359,0.918664462878387,0
Male,47,Salaried,550,Email,5,379062,161444,Current,6220,329945,67148.28530461766,0.4544503685774489,0
Male,56,Salaried,786,Online,5,204529,77586,Current,6128,217471,44258.299878708596,0.6494251524593173,0
Male,35,Business,521,Walk-in,5,126657,123553,Savings,17896,119900,24401.277206878898,0.34234115891058003,0
Male,34,Business,846,Walk-in,5,24942,182503,Savings,5350,75530,15371.38004533414,0.11353994205757789,0
Male,50,Salaried,574,Walk-in,10,154619,139514,Savings,14385,6320,652.4535619526673,0.10778454894815336,0
Female,31,Business,516,Walk-in,1,389950,78182,Savings,660,48227,48508.324166666185,0.6288957070254814,0
Others,65,Business,672,Online,1,187925,37678,Savings,6250,376227,378421.6574999963,10.209450010616177,0
Male,56,Salaried,548,Walk-in,5,420701,179900,Savings,17081,160551,32674.30739651054,0.2765720255503643,0
Female,59,Salaried,752,Online,5,314890,36947,Savings,7966,263470,53619.72064800987,1.6668666102257252,0
Female,28,Salaried,678,Online,1,228636,85660,Savings,14833,454239,456888.72749999544,5.506907862479517,0
Female,50,Salaried,694,Online,1,265065,56849,Savings,9222,103037,103638.04916666565,1.9852600602766213,0
Male,52,Salaried,661,Walk-in,10,64770,110457,Savings,17208,150606,15548.009675861302,0.29654987620396445,0
Male,62,Salaried,702,Walk-in,1,94380,165651,Savings,978,38982,39209.39499999961,0.24260279141085542,0
Male,49,Salaried,775,Walk-in,20,1740,125994,Savings,5461,389914,20711.800462685398,0.20773053052276616,0
Female,38,Salaried,413,Walk-in,1,211703,177730,Savings,12599,373768,375948.3133333296,2.1861661696580748,0
Female,50,Salaried,625,Walk-in,1,199426,114114,Current,11988,492584,495457.4066666618,4.446828668407573,0
Male,36,Business,681,Walk-in,5,214345,24250,Savings,1724,473000,96261.91925649474,4.04065646418535,0
Male,33,Salaried,558,Online,30,451011,176235,Savings,6220,295826,10777.505393815825,0.09644795525188427,1
Female,49,Business,773,Walk-in,10,261901,173194,Savings,13253,146818,15156.950483982077,0.16403541972575306,1
Female,52,Self Employed,656,Online,5,137212,150470,Savings,2331,223555,45496.47644690419,0.3178539007569894,0
Others,40,Salaried,765,Walk-in,1,258518,174308,Savings,16031,254046,255527.9349999975,1.5579258266975555,0
Female,31,Business,587,Walk-in,5,259152,199401,Savings,14817,227961,46393.15724234629,0.30697016184646164,0
Male,46,Business,471,Walk-in,1,446784,146729,Current,3829,29044,29213.423333333045,0.2251935427443317,0
Female,39,Self Employed,551,Walk-in,10,324024,70488,Savings,6751,164515,16983.92369377264,0.33672289884480533,0
Female,31,Salaried,816,Walk-in,10,108942,113356,Savings,2115,285309,29454.252105562275,0.2784965251558124,0
Male,48,Salaried,606,Walk-in,5,223419,191472,Savings,2125,185221,37694.987202129414,0.20796767779168449,0
Female,42,Salaried,460,Walk-in,1,322997,163564,Savings,3217,109637,110276.54916666557,0.6938785378608103,0
Female,60,Salaried,850,Walk-in,20,25460,48754,Current,8266,449206,23861.32592992572,0.6589680011881224,0
Male,61,Salaried,543,Online,10,497537,72199,Savings,8705,424216,43794.500037549486,0.7271499610458523,0
Female,50,Business,565,Walk-in,20,269137,134424,Savings,7836,329425,17498.69167924244,0.18846851514046928,0
Female,28,Business,775,Walk-in,5,126399,88938,Savings,13398,117199,23851.58705061718,0.4188264527043241,0
Female,26,Salaried,726,Walk-in,10,443110,134647,Savings,13888,35964,3712.791123744578,0.13071803399811788,1
Male,55,Self Employed,766,Walk-in,1,54741,114079,Savings,13353,56592,56922.119999999435,0.6160215289404661,0
Male,25,Business,829,Walk-in,5,474651,24106,Savings,4229,88026,17914.485633133627,0.9185881371083393,0
Female,30,Salaried,430,Walk-in,10,269149,104359,Savings,14928,247801,25582.064098960906,0.3881798800195566,0
Male,46,Salaried,770,Online,20,204236,179345,Savings,19474,20111,1068.2740786559755,0.11454054519867282,1
Female,53,Salaried,638,Walk-in,5,419831,172505,Savings,14187,319298,64981.47631027538,0.4589343863092396,0
Female,43,Salaried,830,Walk-in,20,150018,189269,Savings,10931,321484,17076.87454142696,0.14797919649507824,1
Male,62,Salaried,773,Email,10,50412,129261,Savings,11068,286933,29621.90789426657,0.3147887444338707,0
Female,58,Business,460,Online,5,471220,157177,Savings,18415,308916,62868.5984123453,0.5171469007064985,0
Female,30,Business,433,Walk-in,20,455065,99921,Savings,11383,8232,437.2747359900547,0.11829620135897415,0
Male,32,Salaried,657,Walk-in,10,80387,177813,Savings,16257,484338,50001.27425459352,0.37262896556828534,0
Female,35,Salaried,774,Online,10,144271,129452,Savings,3406,450419,46499.601411575706,0.3855143328150643,0
Female,40,Salaried,420,Walk-in,5,359259,195484,Savings,12357,107181,21812.788092664614,0.17479583031176268,0
Female,32,Self Employed,594,Online,5,384071,73053,Current,8625,471366,95929.37808088139,1.4312126549338342,0
Female,36,Salaried,735,Walk-in,20,424117,148023,Savings,15762,110611,5875.533992054901,0.14617683732970485,1
Male,33,Salaried,850,Walk-in,5,473191,148442,Current,1629,302794,61622.68832843778,0.4261037194893479,1
Female,36,Business,529,Walk-in,1,23823,119457,Savings,11925,464111,466818.3141666621,4.007662289917394,0
Female,49,Business,766,Walk-in,20,264478,63068,Savings,15746,421668,22398.537825006606,0.6048160370553467,0
Female,59,Salaried,759,Walk-in,20,104534,56047,Savings,3707,56349,2993.1965619902326,0.11954603389994528,0
Female,33,Salaried,754,Walk-in,5,385409,168939,Savings,8258,386857,78730.6496782448,0.5149115934049852,0
Male,40,Salaried,667,Walk-in,1,48200,65224,Savings,8859,355021,357091.9558333298,5.61067944059441,0
Female,41,Salaried,786,Walk-in,10,66138,141487,Savings,12160,300010,30971.929291363882,0.3048472954502101,0
Male,55,Salaried,710,Walk-in,1,327340,133609,Current,16533,12334,12405.94833333321,0.21659430377694025,1
Male,44,Salaried,591,Walk-in,5,310581,70094,Savings,17516,187927,38245.69492624796,0.7955273622028699,0
Male,44,Self Employed,494,Walk-in,1,146106,25502,Savings,13740,213542,214787.66166666453,8.961166248398735,0
Others,27,Salaried,681,Walk-in,10,377274,64130,Current,4710,150328,15519.309978041232,0.3154422263845506,1
Female,38,Business,676,Walk-in,1,423829,182117,Savings,13929,407219,409594.4441666626,2.3255568901676535,0
Female,26,Business,431,Walk-in,10,478443,84505,Current,14130,64854,6695.28849792378,0.24643853615672184,0
Female,18,Salaried,790,Walk-in,10,237217,124213,Savings,539,232117,23962.905607558117,0.19725717604081794,1
Female,39,Salaried,513,Online,5,76360,41234,Savings,1821,249601,50797.190926723764,1.2760874745773818,0
Female,40,Business,692,Walk-in,1,333536,189099,Savings,15847,184755,185832.73749999815,1.0665298996821673,0
Female,36,Salaried,645,Walk-in,1,143231,25807,Savings,15367,88795,89312.97083333244,4.056262674209805,0
Male,46,Salaried,761,Online,5,281829,190049,Savings,8666,34270,6974.410090740115,0.08229672395403351,1
Male,28,Self Employed,658,Walk-in,5,133373,115491,Savings,18685,36827,7494.794292725014,0.22668254922656325,0
Female,29,Salaried,652,Walk-in,10,416695,24788,Savings,18924,119271,12313.099491717816,1.260170223161119,0
Female,56,Salaried,667,Walk-in,1,188065,125022,Savings,10904,454775,457427.8541666622,3.7459955381185885,0
Male,26,Salaried,753,Online,10,381282,125875,Savings,2618,473184,48849.776306805536,0.40888005010371825,1
Male,42,Business,585,Email,10,14073,162821,Savings,7372,97910,10107.868394111654,0.10735635080310067,0
Female,38,Business,586,Walk-in,5,265710,58491,Savings,19233,59855,12181.304814159605,0.5370792910731498,0
Male,49,Salaried,733,Walk-in,5,22937,137882,Current,11430,183356,37315.43439153034,0.35353007928177965,0
Female,46,Salaried,822,Walk-in,20,343238,34435,Savings,15686,278406,14788.618822649074,0.8849896565311187,0
Others,30,Self Employed,667,Walk-in,20,51628,179623,Savings,15219,469288,24928.05956065364,0.22350734349528534,0
Male,56,Business,562,Walk-in,30,458479,120442,Savings,7893,54836,1997.780065901187,0.08212068934342825,1
Male,45,Salaried,756,Walk-in,5,210668,153231,Savings,15141,121927,24813.799216039395,0.26074879897696546,0
Female,38,Business,785,Walk-in,20,455130,118789,Savings,5598,216037,11475.64651835319,0.14373087169984755,1
Female,43,Salaried,826,Walk-in,1,326219,139939,Savings,19872,464650,467360.4583333287,3.4817488929699993,0
Female,50,Self Employed,496,Walk-in,5,7120,191201,Savings,10995,309791,63046.672787291245,0.3872452172702614,0
Others,32,Business,583,Walk-in,5,31636,64389,Savings,12565,288595,58732.999128600626,1.1073009229620063,0
Male,22,Salaried,562,Walk-in,5,380842,92611,Savings,19866,306726,62422.903691052015,0.8885435174121004,0
Female,57,Business,466,Walk-in,10,280917,141059,Savings,13502,436430,45055.42848781687,0.41512720555098837,0
Female,34,Salaried,529,Walk-in,1,391641,57945,Savings,10906,334511,336462.31416666333,5.994793582995311,0
Female,34,Business,644,Walk-in,20,149286,129188,Savings,13332,469336,24930.609267569038,0.29617773529715635,0
Male,42,Salaried,585,Walk-in,10,366988,127873,Savings,16942,73017,7538.006603338277,0.19143999595957142,0
Female,49,Salaried,504,Walk-in,20,348137,147534,Savings,5769,279761,14860.594924114881,0.13982942863417844,0
Female,49,Salaried,619,Walk-in,1,497065,78220,Savings,2331,163222,164174.1283333317,2.1286771712264345,0
Male,24,Business,800,Call,10,324652,80344,Savings,13031,264190,27274.00419814481,0.5016554341101365,0
Male,32,Salaried,741,Online,5,355670,24413,Savings,6824,193436,39366.85119090765,1.8920596072136833,0
Female,39,Salaried,644,Online,10,457394,164122,Savings,18108,404380,41746.70433266134,0.3646964107960014,1
Male,26,Salaried,604,Online,10,283357,157700,Savings,17970,419011,43257.15497584638,0.3882508241968699,0
Male,59,Business,425,Online,1,368502,54064,Savings,4836,295012,296732.9033333304,5.577998359968379,0
Male,58,Salaried,778,Online,1,291856,49424,Savings,10097,38385,38608.91249999962,0.9854708744739321,0
Female,60,Salaried,635,Walk-in,10,434771,48899,Savings,15801,312944,32307.187894258786,0.9838276425746699,0
Female,44,Business,850,Walk-in,10,57534,139851,Savings,2792,472092,48737.04224198713,0.3684567306775578,0
Female,69,Business,728,Walk-in,1,462214,46247,Savings,416,469054,471790.14833332866,10.210524970989008,0
Male,54,Self Employed,652,Walk-in,5,458166,80591,Savings,11805,258508,52609.88630688782,0.7992813875853113,0
Female,44,Business,832,Walk-in,5,409072,34907,Savings,13453,12886,2622.4758806325394,0.4605229862386495,1
Female,40,Self Employed,430,Walk-in,10,55070,170015,Savings,17187,12789,1320.2893360463074,0.10885680284707999,0
Female,35,Salaried,850,Walk-in,1,471133,165118,Savings,19334,189601,190707.00583333144,1.2720660729498385,0
Female,45,Salaried,533,Walk-in,10,189534,147605,Current,12403,192722,19895.910659278794,0.21881989539161134,0
Male,24,Salaried,421,Call,10,20151,32046,Savings,11370,430014,44393.0642388472,1.7400943718045059,0
Female,61,Business,747,Walk-in,10,83025,193475,Savings,1569,21496,2219.1680012238194,0.019579625280908744,0
